name,country,tier,display,cost,rent,cost_source,rent_source,salary_h1b,fh,ubs_risk,prod_cost_delta%,prod_rent_delta%
纽约,美国,S,keep,4669,3337,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1.2×BEA-RPP1.23,Zillow-ZORI-2026-03-31,h1b(11prof,n=87),83,low,6.8,18.5
伦敦,英国,S,keep,4459,3057,v4:US3200×geomean(wbPLI=0.86;digPLI=1.00)×prem1.2×Eurostat-PLI1.25,ONS-2026,,91,low,53.3,90.3
东京,日本,B,keep,1962,1443,v4:US3200×geomean(wbPLI=0.62;digPLI=0.42)×prem1.2×none1.00,InsideAirbnb×13.6,,96,high,-34.3,-10.9
北京,中国,B,keep,1885,737,v4:US3200×geomean(wbPLI=0.49;digPLI=undefined)×prem1.2×none1.00,prod-USD(804)×NBS-2hand-YoY(91.7%),,9,,26.3,-8.3
上海,中国,B,keep,1885,773,v4:US3200×geomean(wbPLI=0.49;digPLI=undefined)×prem1.2×none1.00,prod-USD(824)×NBS-2hand-YoY(93.8%),,9,,23.5,-6.2
悉尼,澳大利亚,C,warn,2968,1128,v4:US3200×geomean(wbPLI=0.90;digPLI=0.67)×prem1.2×none1.00,cost×rentShare(0.38),,95,moderate,-8,-25.1
新加坡,新加坡,C,warn,2906,1104,v4:US3200×geomean(wbPLI=0.60;digPLI=0.75)×prem1.35×none1.00,cost×rentShare(0.38),,48,moderate,14.9,-23.8
巴黎,法国,B,keep,3559,1352,v4:US3200×geomean(wbPLI=0.74;digPLI=0.97)×prem1.2×Eurostat-PLI1.09,cost×rentShare(0.38),,89,low,34.3,-6.3
多伦多,加拿大,A,keep,2511,1240,v4:US3200×geomean(wbPLI=0.84;digPLI=0.73)×prem1×none1.00,StatCan-CMHC-2024,,97,moderate,-4.5,-27.4
香港,中国香港,C,warn,2947,1120,v4:US3200×geomean(wbPLI=0.72;digPLI=0.65)×prem1.35×none1.00,cost×rentShare(0.38),,41,,27.6,-14.4
洛杉矶,美国,S,keep,3707,2895,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1×BEA-RPP1.17,Zillow-ZORI-2026-03-31,h1b(11prof,n=44),83,elevated,-11,7.9
旧金山,美国,S,keep,4646,3161,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1.2×BEA-RPP1.22,Zillow-ZORI-2026-03-31,h1b(11prof,n=56),83,low,6.9,12.9
芝加哥,美国,S,keep,3246,2180,v4:US3200×geomean(wbPLI=0.99;digPLI=1.00)×prem1×BEA-RPP1.02,Zillow-ZORI-2026-03-31,h1b(10prof,n=39),83,,-10.9,-7.2
迪拜,阿联酋,C,warn,2130,809,v4:US3200×geomean(wbPLI=0.63;digPLI=0.48)×prem1.2×none1.00,cost×rentShare(0.38),,18,elevated,2.7,-30.2
阿姆斯特丹,荷兰,A,keep,4123,3957,v4:US3200×geomean(wbPLI=0.78;digPLI=1.03)×prem1.2×Eurostat-PLI1.19,InsideAirbnb×13.6,,97,elevated,46.5,156
苏黎世,瑞士,A,keep,8417,2554,v4:US3200×geomean(wbPLI=1.08;digPLI=1.34)×prem1.2×Eurostat-PLI1.82,InsideAirbnb×13.6,,96,high,123.3,17.7
日内瓦,瑞士,A,keep,7014,2226,v4:US3200×geomean(wbPLI=1.08;digPLI=1.34)×prem1×Eurostat-PLI1.82,InsideAirbnb×13.6,,96,elevated,86,2.6
慕尼黑,德国,B,keep,3001,1140,v4:US3200×geomean(wbPLI=0.76;digPLI=0.97)×prem1×Eurostat-PLI1.09,cost×rentShare(0.38),,93,moderate,13.6,-20.6
柏林,德国,A,keep,3301,1915,v4:US3200×geomean(wbPLI=0.76;digPLI=0.97)×prem1.1×Eurostat-PLI1.09,InsideAirbnb×13.6,,93,,36.6,45.8
巴塞罗那,西班牙,B,keep,2245,853,v4:US3200×geomean(wbPLI=0.61;digPLI=0.93)×prem1×Eurostat-PLI0.93,cost×rentShare(0.38),,90,,-5.5,-32.8
马德里,西班牙,A,keep,2694,2058,v4:US3200×geomean(wbPLI=0.61;digPLI=0.93)×prem1.2×Eurostat-PLI0.93,InsideAirbnb×13.6,,90,moderate,13.4,62
米兰,意大利,A,keep,3000,2074,v4:US3200×geomean(wbPLI=0.65;digPLI=0.93)×prem1.2×Eurostat-PLI1.01,InsideAirbnb×13.6,,90,low,20,53.9
罗马,意大利,A,keep,2750,1687,v4:US3200×geomean(wbPLI=0.65;digPLI=0.93)×prem1.1×Eurostat-PLI1.01,InsideAirbnb×10.2,,90,,12.5,28
布鲁塞尔,比利时,B,keep,3750,1425,v4:US3200×geomean(wbPLI=0.77;digPLI=1.03)×prem1.1×Eurostat-PLI1.20,cost×rentShare(0.38),,96,,33.2,-7.9
